date,android vr
2016-01-03,12.0
2016-01-04,12.142857142857142
2016-01-05,12.285714285714286
2016-01-06,12.428571428571429
2016-01-07,12.571428571428571
2016-01-08,12.714285714285714
2016-01-09,12.857142857142858
2016-01-10,13.0
2016-01-11,13.0
2016-01-12,13.0
2016-01-13,13.0
2016-01-14,13.0
2016-01-15,13.0
2016-01-16,13.0
2016-01-17,13.0
2016-01-18,12.714285714285714
2016-01-19,12.428571428571429
2016-01-20,12.142857142857142
2016-01-21,11.857142857142858
2016-01-22,11.571428571428571
2016-01-23,11.285714285714286
2016-01-24,11.0
2016-01-25,11.285714285714286
2016-01-26,11.571428571428571
2016-01-27,11.857142857142858
2016-01-28,12.142857142857142
2016-01-29,12.428571428571429
2016-01-30,12.714285714285714
2016-01-31,13.0
2016-02-01,12.857142857142858
2016-02-02,12.714285714285714
2016-02-03,12.571428571428571
2016-02-04,12.428571428571429
2016-02-05,12.285714285714286
2016-02-06,12.142857142857142
2016-02-07,12.0
2016-02-08,12.285714285714286
2016-02-09,12.571428571428571
2016-02-10,12.857142857142858
2016-02-11,13.142857142857142
2016-02-12,13.428571428571429
2016-02-13,13.714285714285714
2016-02-14,14.0
2016-02-15,14.428571428571429
2016-02-16,14.857142857142858
2016-02-17,15.285714285714285
2016-02-18,15.714285714285714
2016-02-19,16.142857142857142
2016-02-20,16.57142857142857
2016-02-21,17.0
2016-02-22,17.142857142857142
2016-02-23,17.285714285714285
2016-02-24,17.428571428571427
2016-02-25,17.571428571428573
2016-02-26,17.714285714285715
2016-02-27,17.857142857142858
2016-02-28,18.0
2016-02-29,18.428571428571427
2016-03-01,18.857142857142858
2016-03-02,19.285714285714285
2016-03-03,19.714285714285715
2016-03-04,20.142857142857142
2016-03-05,20.57142857142857
2016-03-06,21.0
2016-03-07,21.428571428571427
2016-03-08,21.857142857142858
2016-03-09,22.285714285714285
2016-03-10,22.714285714285715
2016-03-11,23.142857142857142
2016-03-12,23.57142857142857
2016-03-13,24.0
2016-03-14,24.0
2016-03-15,24.0
2016-03-16,24.0
2016-03-17,24.0
2016-03-18,24.0
2016-03-19,24.0
2016-03-20,24.0
2016-03-21,24.142857142857142
2016-03-22,24.285714285714285
2016-03-23,24.428571428571427
2016-03-24,24.571428571428573
2016-03-25,24.714285714285715
2016-03-26,24.857142857142858
2016-03-27,25.0
2016-03-28,25.142857142857142
2016-03-29,25.285714285714285
2016-03-30,25.428571428571427
2016-03-31,25.571428571428573
2016-04-01,25.714285714285715
2016-04-02,25.857142857142858
2016-04-03,26.0
2016-04-04,25.285714285714285
2016-04-05,24.571428571428573
2016-04-06,23.857142857142858
2016-04-07,23.142857142857142
2016-04-08,22.428571428571427
2016-04-09,21.714285714285715
2016-04-10,21.0
2016-04-11,21.285714285714285
2016-04-12,21.571428571428573
2016-04-13,21.857142857142858
2016-04-14,22.142857142857142
2016-04-15,22.428571428571427
2016-04-16,22.714285714285715
2016-04-17,23.0
2016-04-18,23.285714285714285
2016-04-19,23.571428571428573
2016-04-20,23.857142857142858
2016-04-21,24.142857142857142
2016-04-22,24.428571428571427
2016-04-23,24.714285714285715
2016-04-24,25.0
2016-04-25,24.428571428571427
2016-04-26,23.857142857142858
2016-04-27,23.285714285714285
2016-04-28,22.714285714285715
2016-04-29,22.142857142857142
2016-04-30,21.571428571428573
2016-05-01,21.0
2016-05-02,21.571428571428573
2016-05-03,22.142857142857142
2016-05-04,22.714285714285715
2016-05-05,23.285714285714285
2016-05-06,23.857142857142858
2016-05-07,24.428571428571427
2016-05-08,25.0
2016-05-09,25.571428571428573
2016-05-10,26.142857142857142
2016-05-11,26.714285714285715
2016-05-12,27.285714285714285
2016-05-13,27.857142857142858
2016-05-14,28.428571428571427
2016-05-15,29.0
2016-05-16,28.571428571428573
2016-05-17,28.142857142857142
2016-05-18,27.714285714285715
2016-05-19,27.285714285714285
2016-05-20,26.857142857142858
2016-05-21,26.42857142857143
2016-05-22,26.0
2016-05-23,25.857142857142858
2016-05-24,25.714285714285715
2016-05-25,25.571428571428573
2016-05-26,25.428571428571427
2016-05-27,25.285714285714285
2016-05-28,25.142857142857142
2016-05-29,25.0
2016-05-30,24.714285714285715
2016-05-31,24.428571428571427
2016-06-01,24.142857142857142
2016-06-02,23.857142857142858
2016-06-03,23.571428571428573
2016-06-04,23.285714285714285
2016-06-05,23.0
2016-06-06,24.0
2016-06-07,25.0
2016-06-08,26.0
2016-06-09,27.0
2016-06-10,28.0
2016-06-11,29.0
2016-06-12,30.0
2016-06-13,30.285714285714285
2016-06-14,30.571428571428573
2016-06-15,30.857142857142858
2016-06-16,31.142857142857142
2016-06-17,31.428571428571427
2016-06-18,31.714285714285715
2016-06-19,32.0
2016-06-20,31.714285714285715
2016-06-21,31.428571428571427
2016-06-22,31.142857142857142
2016-06-23,30.857142857142858
2016-06-24,30.571428571428573
2016-06-25,30.285714285714285
2016-06-26,30.0
2016-06-27,30.285714285714285
2016-06-28,30.571428571428573
2016-06-29,30.857142857142858
2016-06-30,31.142857142857142
2016-07-01,31.428571428571427
2016-07-02,31.714285714285715
2016-07-03,32.0
2016-07-04,31.714285714285715
2016-07-05,31.428571428571427
2016-07-06,31.142857142857142
2016-07-07,30.857142857142858
2016-07-08,30.571428571428573
2016-07-09,30.285714285714285
2016-07-10,30.0
2016-07-11,29.857142857142858
2016-07-12,29.714285714285715
2016-07-13,29.571428571428573
2016-07-14,29.428571428571427
2016-07-15,29.285714285714285
2016-07-16,29.142857142857142
2016-07-17,29.0
2016-07-18,28.571428571428573
2016-07-19,28.142857142857142
2016-07-20,27.714285714285715
2016-07-21,27.285714285714285
2016-07-22,26.857142857142858
2016-07-23,26.42857142857143
2016-07-24,26.0
2016-07-25,26.142857142857142
2016-07-26,26.285714285714285
2016-07-27,26.428571428571427
2016-07-28,26.571428571428573
2016-07-29,26.714285714285715
2016-07-30,26.857142857142858
2016-07-31,27.0
2016-08-01,26.571428571428573
2016-08-02,26.142857142857142
2016-08-03,25.714285714285715
2016-08-04,25.285714285714285
2016-08-05,24.857142857142858
2016-08-06,24.42857142857143
2016-08-07,24.0
2016-08-08,24.142857142857142
2016-08-09,24.285714285714285
2016-08-10,24.428571428571427
2016-08-11,24.571428571428573
2016-08-12,24.714285714285715
2016-08-13,24.857142857142858
2016-08-14,25.0
2016-08-15,25.285714285714285
2016-08-16,25.571428571428573
2016-08-17,25.857142857142858
2016-08-18,26.142857142857142
2016-08-19,26.428571428571427
2016-08-20,26.714285714285715
2016-08-21,27.0
2016-08-22,26.857142857142858
2016-08-23,26.714285714285715
2016-08-24,26.571428571428573
2016-08-25,26.428571428571427
2016-08-26,26.285714285714285
2016-08-27,26.142857142857142
2016-08-28,26.0
2016-08-29,26.571428571428573
2016-08-30,27.142857142857142
2016-08-31,27.714285714285715
2016-09-01,28.285714285714285
2016-09-02,28.857142857142858
2016-09-03,29.428571428571427
2016-09-04,30.0
2016-09-05,29.0
2016-09-06,28.0
2016-09-07,27.0
2016-09-08,26.0
2016-09-09,25.0
2016-09-10,24.0
2016-09-11,23.0
2016-09-12,23.142857142857142
2016-09-13,23.285714285714285
2016-09-14,23.428571428571427
2016-09-15,23.571428571428573
2016-09-16,23.714285714285715
2016-09-17,23.857142857142858
2016-09-18,24.0
2016-09-19,23.857142857142858
2016-09-20,23.714285714285715
2016-09-21,23.571428571428573
2016-09-22,23.428571428571427
2016-09-23,23.285714285714285
2016-09-24,23.142857142857142
2016-09-25,23.0
2016-09-26,23.142857142857142
2016-09-27,23.285714285714285
2016-09-28,23.428571428571427
2016-09-29,23.571428571428573
2016-09-30,23.714285714285715
2016-10-01,23.857142857142858
2016-10-02,24.0
2016-10-03,25.142857142857142
2016-10-04,26.285714285714285
2016-10-05,27.428571428571427
2016-10-06,28.57142857142857
2016-10-07,29.714285714285715
2016-10-08,30.857142857142858
2016-10-09,32.0
2016-10-10,32.142857142857146
2016-10-11,32.285714285714285
2016-10-12,32.42857142857143
2016-10-13,32.57142857142857
2016-10-14,32.714285714285715
2016-10-15,32.857142857142854
2016-10-16,33.0
2016-10-17,32.857142857142854
2016-10-18,32.714285714285715
2016-10-19,32.57142857142857
2016-10-20,32.42857142857143
2016-10-21,32.285714285714285
2016-10-22,32.142857142857146
2016-10-23,32.0
2016-10-24,31.857142857142858
2016-10-25,31.714285714285715
2016-10-26,31.571428571428573
2016-10-27,31.428571428571427
2016-10-28,31.285714285714285
2016-10-29,31.142857142857142
2016-10-30,31.0
2016-10-31,30.428571428571427
2016-11-01,29.857142857142858
2016-11-02,29.285714285714285
2016-11-03,28.714285714285715
2016-11-04,28.142857142857142
2016-11-05,27.571428571428573
2016-11-06,27.0
2016-11-07,27.571428571428573
2016-11-08,28.142857142857142
2016-11-09,28.714285714285715
2016-11-10,29.285714285714285
2016-11-11,29.857142857142858
2016-11-12,30.428571428571427
2016-11-13,31.0
2016-11-14,32.57142857142857
2016-11-15,34.142857142857146
2016-11-16,35.714285714285715
2016-11-17,37.285714285714285
2016-11-18,38.857142857142854
2016-11-19,40.42857142857143
2016-11-20,42.0
2016-11-21,41.714285714285715
2016-11-22,41.42857142857143
2016-11-23,41.142857142857146
2016-11-24,40.857142857142854
2016-11-25,40.57142857142857
2016-11-26,40.285714285714285
2016-11-27,40.0
2016-11-28,39.42857142857143
2016-11-29,38.857142857142854
2016-11-30,38.285714285714285
2016-12-01,37.714285714285715
2016-12-02,37.142857142857146
2016-12-03,36.57142857142857
2016-12-04,36.0
2016-12-05,36.57142857142857
2016-12-06,37.142857142857146
2016-12-07,37.714285714285715
2016-12-08,38.285714285714285
2016-12-09,38.857142857142854
2016-12-10,39.42857142857143
2016-12-11,40.0
2016-12-12,41.42857142857143
2016-12-13,42.857142857142854
2016-12-14,44.285714285714285
2016-12-15,45.714285714285715
2016-12-16,47.142857142857146
2016-12-17,48.57142857142857
2016-12-18,50.0
2016-12-19,57.142857142857146
2016-12-20,64.28571428571429
2016-12-21,71.42857142857143
2016-12-22,78.57142857142857
2016-12-23,85.71428571428572
2016-12-24,92.85714285714286
2016-12-25,100.0
2016-12-26,92.28571428571429
2016-12-27,84.57142857142857
2016-12-28,76.85714285714286
2016-12-29,69.14285714285714
2016-12-30,61.42857142857143
2016-12-31,53.714285714285715
2017-01-01,46.0
2017-01-02,44.857142857142854
2017-01-03,43.714285714285715
2017-01-04,42.57142857142857
2017-01-05,41.42857142857143
2017-01-06,40.285714285714285
2017-01-07,39.142857142857146
2017-01-08,38.0
2017-01-09,37.142857142857146
2017-01-10,36.285714285714285
2017-01-11,35.42857142857143
2017-01-12,34.57142857142857
2017-01-13,33.714285714285715
2017-01-14,32.85714285714286
2017-01-15,32.0
2017-01-16,31.571428571428573
2017-01-17,31.142857142857142
2017-01-18,30.714285714285715
2017-01-19,30.285714285714285
2017-01-20,29.857142857142858
2017-01-21,29.42857142857143
2017-01-22,29.0
2017-01-23,28.428571428571427
2017-01-24,27.857142857142858
2017-01-25,27.285714285714285
2017-01-26,26.714285714285715
2017-01-27,26.142857142857142
2017-01-28,25.571428571428573
2017-01-29,25.0
2017-01-30,25.142857142857142
2017-01-31,25.285714285714285
2017-02-01,25.428571428571427
2017-02-02,25.571428571428573
2017-02-03,25.714285714285715
2017-02-04,25.857142857142858
2017-02-05,26.0
2017-02-06,25.285714285714285
2017-02-07,24.571428571428573
2017-02-08,23.857142857142858
2017-02-09,23.142857142857142
2017-02-10,22.428571428571427
2017-02-11,21.714285714285715
2017-02-12,21.0
2017-02-13,21.285714285714285
2017-02-14,21.571428571428573
2017-02-15,21.857142857142858
2017-02-16,22.142857142857142
2017-02-17,22.428571428571427
2017-02-18,22.714285714285715
2017-02-19,23.0
2017-02-20,23.571428571428573
2017-02-21,24.142857142857142
2017-02-22,24.714285714285715
2017-02-23,25.285714285714285
2017-02-24,25.857142857142858
2017-02-25,26.428571428571427
2017-02-26,27.0
2017-02-27,26.285714285714285
2017-02-28,25.571428571428573
2017-03-01,24.857142857142858
2017-03-02,24.142857142857142
2017-03-03,23.428571428571427
2017-03-04,22.714285714285715
2017-03-05,22.0
2017-03-06,22.0
2017-03-07,22.0
2017-03-08,22.0
2017-03-09,22.0
2017-03-10,22.0
2017-03-11,22.0
2017-03-12,22.0
2017-03-13,22.0
2017-03-14,22.0
2017-03-15,22.0
2017-03-16,22.0
2017-03-17,22.0
2017-03-18,22.0
2017-03-19,22.0
2017-03-20,21.857142857142858
2017-03-21,21.714285714285715
2017-03-22,21.571428571428573
2017-03-23,21.428571428571427
2017-03-24,21.285714285714285
2017-03-25,21.142857142857142
2017-03-26,21.0
2017-03-27,20.857142857142858
2017-03-28,20.714285714285715
2017-03-29,20.571428571428573
2017-03-30,20.428571428571427
2017-03-31,20.285714285714285
2017-04-01,20.142857142857142
2017-04-02,20.0
2017-04-03,20.571428571428573
2017-04-04,21.142857142857142
2017-04-05,21.714285714285715
2017-04-06,22.285714285714285
2017-04-07,22.857142857142858
2017-04-08,23.428571428571427
2017-04-09,24.0
2017-04-10,23.714285714285715
2017-04-11,23.428571428571427
2017-04-12,23.142857142857142
2017-04-13,22.857142857142858
2017-04-14,22.571428571428573
2017-04-15,22.285714285714285
2017-04-16,22.0
2017-04-17,21.857142857142858
2017-04-18,21.714285714285715
2017-04-19,21.571428571428573
2017-04-20,21.428571428571427
2017-04-21,21.285714285714285
2017-04-22,21.142857142857142
2017-04-23,21.0
2017-04-24,21.0
2017-04-25,21.0
2017-04-26,21.0
2017-04-27,21.0
2017-04-28,21.0
2017-04-29,21.0
2017-04-30,21.0
2017-05-01,21.0
2017-05-02,21.0
2017-05-03,21.0
2017-05-04,21.0
2017-05-05,21.0
2017-05-06,21.0
2017-05-07,21.0
2017-05-08,21.571428571428573
2017-05-09,22.142857142857142
2017-05-10,22.714285714285715
2017-05-11,23.285714285714285
2017-05-12,23.857142857142858
2017-05-13,24.428571428571427
2017-05-14,25.0
2017-05-15,24.285714285714285
2017-05-16,23.571428571428573
2017-05-17,22.857142857142858
2017-05-18,22.142857142857142
2017-05-19,21.428571428571427
2017-05-20,20.714285714285715
2017-05-21,20.0
2017-05-22,20.428571428571427
2017-05-23,20.857142857142858
2017-05-24,21.285714285714285
2017-05-25,21.714285714285715
2017-05-26,22.142857142857142
2017-05-27,22.57142857142857
2017-05-28,23.0
2017-05-29,22.714285714285715
2017-05-30,22.428571428571427
2017-05-31,22.142857142857142
2017-06-01,21.857142857142858
2017-06-02,21.571428571428573
2017-06-03,21.285714285714285
2017-06-04,21.0
2017-06-05,20.857142857142858
2017-06-06,20.714285714285715
2017-06-07,20.571428571428573
2017-06-08,20.428571428571427
2017-06-09,20.285714285714285
2017-06-10,20.142857142857142
2017-06-11,20.0
2017-06-12,20.0
2017-06-13,20.0
2017-06-14,20.0
2017-06-15,20.0
2017-06-16,20.0
2017-06-17,20.0
2017-06-18,20.0
2017-06-19,20.285714285714285
2017-06-20,20.571428571428573
2017-06-21,20.857142857142858
2017-06-22,21.142857142857142
2017-06-23,21.428571428571427
2017-06-24,21.714285714285715
2017-06-25,22.0
2017-06-26,22.0
2017-06-27,22.0
2017-06-28,22.0
2017-06-29,22.0
2017-06-30,22.0
2017-07-01,22.0
2017-07-02,22.0
2017-07-03,21.428571428571427
2017-07-04,20.857142857142858
2017-07-05,20.285714285714285
2017-07-06,19.714285714285715
2017-07-07,19.142857142857142
2017-07-08,18.571428571428573
2017-07-09,18.0
2017-07-10,18.285714285714285
2017-07-11,18.571428571428573
2017-07-12,18.857142857142858
2017-07-13,19.142857142857142
2017-07-14,19.428571428571427
2017-07-15,19.714285714285715
2017-07-16,20.0
2017-07-17,20.0
2017-07-18,20.0
2017-07-19,20.0
2017-07-20,20.0
2017-07-21,20.0
2017-07-22,20.0
2017-07-23,20.0
2017-07-24,19.857142857142858
2017-07-25,19.714285714285715
2017-07-26,19.571428571428573
2017-07-27,19.428571428571427
2017-07-28,19.285714285714285
2017-07-29,19.142857142857142
2017-07-30,19.0
2017-07-31,19.142857142857142
2017-08-01,19.285714285714285
2017-08-02,19.428571428571427
2017-08-03,19.571428571428573
2017-08-04,19.714285714285715
2017-08-05,19.857142857142858
2017-08-06,20.0
2017-08-07,19.714285714285715
2017-08-08,19.428571428571427
2017-08-09,19.142857142857142
2017-08-10,18.857142857142858
2017-08-11,18.571428571428573
2017-08-12,18.285714285714285
2017-08-13,18.0
2017-08-14,18.142857142857142
2017-08-15,18.285714285714285
2017-08-16,18.428571428571427
2017-08-17,18.571428571428573
2017-08-18,18.714285714285715
2017-08-19,18.857142857142858
2017-08-20,19.0
2017-08-21,19.0
2017-08-22,19.0
2017-08-23,19.0
2017-08-24,19.0
2017-08-25,19.0
2017-08-26,19.0
2017-08-27,19.0
2017-08-28,18.857142857142858
2017-08-29,18.714285714285715
2017-08-30,18.571428571428573
2017-08-31,18.428571428571427
2017-09-01,18.285714285714285
2017-09-02,18.142857142857142
2017-09-03,18.0
2017-09-04,17.857142857142858
2017-09-05,17.714285714285715
2017-09-06,17.571428571428573
2017-09-07,17.428571428571427
2017-09-08,17.285714285714285
2017-09-09,17.142857142857142
2017-09-10,17.0
2017-09-11,17.0
2017-09-12,17.0
2017-09-13,17.0
2017-09-14,17.0
2017-09-15,17.0
2017-09-16,17.0
2017-09-17,17.0
2017-09-18,17.0
2017-09-19,17.0
2017-09-20,17.0
2017-09-21,17.0
2017-09-22,17.0
2017-09-23,17.0
2017-09-24,17.0
2017-09-25,17.0
2017-09-26,17.0
2017-09-27,17.0
2017-09-28,17.0
2017-09-29,17.0
2017-09-30,17.0
2017-10-01,17.0
2017-10-02,17.0
2017-10-03,17.0
2017-10-04,17.0
2017-10-05,17.0
2017-10-06,17.0
2017-10-07,17.0
2017-10-08,17.0
2017-10-09,17.0
2017-10-10,17.0
2017-10-11,17.0
2017-10-12,17.0
2017-10-13,17.0
2017-10-14,17.0
2017-10-15,17.0
2017-10-16,16.857142857142858
2017-10-17,16.714285714285715
2017-10-18,16.571428571428573
2017-10-19,16.428571428571427
2017-10-20,16.285714285714285
2017-10-21,16.142857142857142
2017-10-22,16.0
2017-10-23,16.142857142857142
2017-10-24,16.285714285714285
2017-10-25,16.428571428571427
2017-10-26,16.571428571428573
2017-10-27,16.714285714285715
2017-10-28,16.857142857142858
2017-10-29,17.0
2017-10-30,16.571428571428573
2017-10-31,16.142857142857142
2017-11-01,15.714285714285715
2017-11-02,15.285714285714286
2017-11-03,14.857142857142858
2017-11-04,14.428571428571429
2017-11-05,14.0
2017-11-06,14.428571428571429
2017-11-07,14.857142857142858
2017-11-08,15.285714285714285
2017-11-09,15.714285714285714
2017-11-10,16.142857142857142
2017-11-11,16.57142857142857
2017-11-12,17.0
2017-11-13,17.857142857142858
2017-11-14,18.714285714285715
2017-11-15,19.57142857142857
2017-11-16,20.428571428571427
2017-11-17,21.285714285714285
2017-11-18,22.142857142857142
2017-11-19,23.0
2017-11-20,23.142857142857142
2017-11-21,23.285714285714285
2017-11-22,23.428571428571427
2017-11-23,23.571428571428573
2017-11-24,23.714285714285715
2017-11-25,23.857142857142858
2017-11-26,24.0
2017-11-27,23.571428571428573
2017-11-28,23.142857142857142
2017-11-29,22.714285714285715
2017-11-30,22.285714285714285
2017-12-01,21.857142857142858
2017-12-02,21.42857142857143
2017-12-03,21.0
2017-12-04,21.0
2017-12-05,21.0
2017-12-06,21.0
2017-12-07,21.0
2017-12-08,21.0
2017-12-09,21.0
2017-12-10,21.0
2017-12-11,21.714285714285715
2017-12-12,22.428571428571427
2017-12-13,23.142857142857142
2017-12-14,23.857142857142858
2017-12-15,24.571428571428573
2017-12-16,25.285714285714285
2017-12-17,26.0
2017-12-18,29.571428571428573
2017-12-19,33.142857142857146
2017-12-20,36.714285714285715
2017-12-21,40.285714285714285
2017-12-22,43.85714285714286
2017-12-23,47.42857142857143
2017-12-24,51.0
2017-12-25,47.714285714285715
2017-12-26,44.42857142857143
2017-12-27,41.14285714285714
2017-12-28,37.85714285714286
2017-12-29,34.57142857142857
2017-12-30,31.285714285714285
2017-12-31,28.0
2018-01-01,27.571428571428573
2018-01-02,27.142857142857142
2018-01-03,26.714285714285715
2018-01-04,26.285714285714285
2018-01-05,25.857142857142858
2018-01-06,25.42857142857143
2018-01-07,25.0
2018-01-08,24.428571428571427
2018-01-09,23.857142857142858
2018-01-10,23.285714285714285
2018-01-11,22.714285714285715
2018-01-12,22.142857142857142
2018-01-13,21.571428571428573
2018-01-14,21.0
2018-01-15,20.714285714285715
2018-01-16,20.428571428571427
2018-01-17,20.142857142857142
2018-01-18,19.857142857142858
2018-01-19,19.571428571428573
2018-01-20,19.285714285714285
2018-01-21,19.0
2018-01-22,18.714285714285715
2018-01-23,18.428571428571427
2018-01-24,18.142857142857142
2018-01-25,17.857142857142858
2018-01-26,17.571428571428573
2018-01-27,17.285714285714285
2018-01-28,17.0
2018-01-29,17.142857142857142
2018-01-30,17.285714285714285
2018-01-31,17.428571428571427
2018-02-01,17.571428571428573
2018-02-02,17.714285714285715
2018-02-03,17.857142857142858
2018-02-04,18.0
2018-02-05,17.714285714285715
2018-02-06,17.428571428571427
2018-02-07,17.142857142857142
2018-02-08,16.857142857142858
2018-02-09,16.571428571428573
2018-02-10,16.285714285714285
2018-02-11,16.0
2018-02-12,15.857142857142858
2018-02-13,15.714285714285714
2018-02-14,15.571428571428571
2018-02-15,15.428571428571429
2018-02-16,15.285714285714286
2018-02-17,15.142857142857142
2018-02-18,15.0
2018-02-19,14.714285714285714
2018-02-20,14.428571428571429
2018-02-21,14.142857142857142
2018-02-22,13.857142857142858
2018-02-23,13.571428571428571
2018-02-24,13.285714285714286
2018-02-25,13.0
2018-02-26,13.0
2018-02-27,13.0
2018-02-28,13.0
2018-03-01,13.0
2018-03-02,13.0
2018-03-03,13.0
2018-03-04,13.0
2018-03-05,13.428571428571429
2018-03-06,13.857142857142858
2018-03-07,14.285714285714285
2018-03-08,14.714285714285714
2018-03-09,15.142857142857142
2018-03-10,15.571428571428571
2018-03-11,16.0
2018-03-12,16.285714285714285
2018-03-13,16.571428571428573
2018-03-14,16.857142857142858
2018-03-15,17.142857142857142
2018-03-16,17.428571428571427
2018-03-17,17.714285714285715
2018-03-18,18.0
2018-03-19,17.571428571428573
2018-03-20,17.142857142857142
2018-03-21,16.714285714285715
2018-03-22,16.285714285714285
2018-03-23,15.857142857142858
2018-03-24,15.428571428571429
2018-03-25,15.0
2018-03-26,14.571428571428571
2018-03-27,14.142857142857142
2018-03-28,13.714285714285715
2018-03-29,13.285714285714286
2018-03-30,12.857142857142858
2018-03-31,12.428571428571429
2018-04-01,12.0
2018-04-02,12.142857142857142
2018-04-03,12.285714285714286
2018-04-04,12.428571428571429
2018-04-05,12.571428571428571
2018-04-06,12.714285714285714
2018-04-07,12.857142857142858
2018-04-08,13.0
2018-04-09,13.285714285714286
2018-04-10,13.571428571428571
2018-04-11,13.857142857142858
2018-04-12,14.142857142857142
2018-04-13,14.428571428571429
2018-04-14,14.714285714285714
2018-04-15,15.0
2018-04-16,14.714285714285714
2018-04-17,14.428571428571429
2018-04-18,14.142857142857142
2018-04-19,13.857142857142858
2018-04-20,13.571428571428571
2018-04-21,13.285714285714286
2018-04-22,13.0
2018-04-23,13.285714285714286
2018-04-24,13.571428571428571
2018-04-25,13.857142857142858
2018-04-26,14.142857142857142
2018-04-27,14.428571428571429
2018-04-28,14.714285714285714
2018-04-29,15.0
2018-04-30,14.714285714285714
2018-05-01,14.428571428571429
2018-05-02,14.142857142857142
2018-05-03,13.857142857142858
2018-05-04,13.571428571428571
2018-05-05,13.285714285714286
2018-05-06,13.0
2018-05-07,12.857142857142858
2018-05-08,12.714285714285714
2018-05-09,12.571428571428571
2018-05-10,12.428571428571429
2018-05-11,12.285714285714286
2018-05-12,12.142857142857142
2018-05-13,12.0
2018-05-14,12.285714285714286
2018-05-15,12.571428571428571
2018-05-16,12.857142857142858
2018-05-17,13.142857142857142
2018-05-18,13.428571428571429
2018-05-19,13.714285714285714
2018-05-20,14.0
2018-05-21,14.0
2018-05-22,14.0
2018-05-23,14.0
2018-05-24,14.0
2018-05-25,14.0
2018-05-26,14.0
2018-05-27,14.0
2018-05-28,14.142857142857142
2018-05-29,14.285714285714286
2018-05-30,14.428571428571429
2018-05-31,14.571428571428571
2018-06-01,14.714285714285714
2018-06-02,14.857142857142858
2018-06-03,15.0
