date,gmail
2016-01-03,91.0
2016-01-04,91.14285714285714
2016-01-05,91.28571428571429
2016-01-06,91.42857142857143
2016-01-07,91.57142857142857
2016-01-08,91.71428571428571
2016-01-09,91.85714285714286
2016-01-10,92.0
2016-01-11,92.28571428571429
2016-01-12,92.57142857142857
2016-01-13,92.85714285714286
2016-01-14,93.14285714285714
2016-01-15,93.42857142857143
2016-01-16,93.71428571428571
2016-01-17,94.0
2016-01-18,94.28571428571429
2016-01-19,94.57142857142857
2016-01-20,94.85714285714286
2016-01-21,95.14285714285714
2016-01-22,95.42857142857143
2016-01-23,95.71428571428571
2016-01-24,96.0
2016-01-25,95.85714285714286
2016-01-26,95.71428571428571
2016-01-27,95.57142857142857
2016-01-28,95.42857142857143
2016-01-29,95.28571428571429
2016-01-30,95.14285714285714
2016-01-31,95.0
2016-02-01,94.57142857142857
2016-02-02,94.14285714285714
2016-02-03,93.71428571428571
2016-02-04,93.28571428571429
2016-02-05,92.85714285714286
2016-02-06,92.42857142857143
2016-02-07,92.0
2016-02-08,93.0
2016-02-09,94.0
2016-02-10,95.0
2016-02-11,96.0
2016-02-12,97.0
2016-02-13,98.0
2016-02-14,99.0
2016-02-15,98.85714285714286
2016-02-16,98.71428571428571
2016-02-17,98.57142857142857
2016-02-18,98.42857142857143
2016-02-19,98.28571428571429
2016-02-20,98.14285714285714
2016-02-21,98.0
2016-02-22,98.28571428571429
2016-02-23,98.57142857142857
2016-02-24,98.85714285714286
2016-02-25,99.14285714285714
2016-02-26,99.42857142857143
2016-02-27,99.71428571428571
2016-02-28,100.0
2016-02-29,99.71428571428571
2016-03-01,99.42857142857143
2016-03-02,99.14285714285714
2016-03-03,98.85714285714286
2016-03-04,98.57142857142857
2016-03-05,98.28571428571429
2016-03-06,98.0
2016-03-07,98.0
2016-03-08,98.0
2016-03-09,98.0
2016-03-10,98.0
2016-03-11,98.0
2016-03-12,98.0
2016-03-13,98.0
2016-03-14,96.42857142857143
2016-03-15,94.85714285714286
2016-03-16,93.28571428571429
2016-03-17,91.71428571428571
2016-03-18,90.14285714285714
2016-03-19,88.57142857142857
2016-03-20,87.0
2016-03-21,88.14285714285714
2016-03-22,89.28571428571429
2016-03-23,90.42857142857143
2016-03-24,91.57142857142857
2016-03-25,92.71428571428571
2016-03-26,93.85714285714286
2016-03-27,95.0
2016-03-28,95.42857142857143
2016-03-29,95.85714285714286
2016-03-30,96.28571428571429
2016-03-31,96.71428571428571
2016-04-01,97.14285714285714
2016-04-02,97.57142857142857
2016-04-03,98.0
2016-04-04,97.85714285714286
2016-04-05,97.71428571428571
2016-04-06,97.57142857142857
2016-04-07,97.42857142857143
2016-04-08,97.28571428571429
2016-04-09,97.14285714285714
2016-04-10,97.0
2016-04-11,96.42857142857143
2016-04-12,95.85714285714286
2016-04-13,95.28571428571429
2016-04-14,94.71428571428571
2016-04-15,94.14285714285714
2016-04-16,93.57142857142857
2016-04-17,93.0
2016-04-18,93.14285714285714
2016-04-19,93.28571428571429
2016-04-20,93.42857142857143
2016-04-21,93.57142857142857
2016-04-22,93.71428571428571
2016-04-23,93.85714285714286
2016-04-24,94.0
2016-04-25,94.0
2016-04-26,94.0
2016-04-27,94.0
2016-04-28,94.0
2016-04-29,94.0
2016-04-30,94.0
2016-05-01,94.0
2016-05-02,94.42857142857143
2016-05-03,94.85714285714286
2016-05-04,95.28571428571429
2016-05-05,95.71428571428571
2016-05-06,96.14285714285714
2016-05-07,96.57142857142857
2016-05-08,97.0
2016-05-09,96.85714285714286
2016-05-10,96.71428571428571
2016-05-11,96.57142857142857
2016-05-12,96.42857142857143
2016-05-13,96.28571428571429
2016-05-14,96.14285714285714
2016-05-15,96.0
2016-05-16,96.0
2016-05-17,96.0
2016-05-18,96.0
2016-05-19,96.0
2016-05-20,96.0
2016-05-21,96.0
2016-05-22,96.0
2016-05-23,95.85714285714286
2016-05-24,95.71428571428571
2016-05-25,95.57142857142857
2016-05-26,95.42857142857143
2016-05-27,95.28571428571429
2016-05-28,95.14285714285714
2016-05-29,95.0
2016-05-30,94.57142857142857
2016-05-31,94.14285714285714
2016-06-01,93.71428571428571
2016-06-02,93.28571428571429
2016-06-03,92.85714285714286
2016-06-04,92.42857142857143
2016-06-05,92.0
2016-06-06,91.85714285714286
2016-06-07,91.71428571428571
2016-06-08,91.57142857142857
2016-06-09,91.42857142857143
2016-06-10,91.28571428571429
2016-06-11,91.14285714285714
2016-06-12,91.0
2016-06-13,90.85714285714286
2016-06-14,90.71428571428571
2016-06-15,90.57142857142857
2016-06-16,90.42857142857143
2016-06-17,90.28571428571429
2016-06-18,90.14285714285714
2016-06-19,90.0
2016-06-20,89.85714285714286
2016-06-21,89.71428571428571
2016-06-22,89.57142857142857
2016-06-23,89.42857142857143
2016-06-24,89.28571428571429
2016-06-25,89.14285714285714
2016-06-26,89.0
2016-06-27,88.28571428571429
2016-06-28,87.57142857142857
2016-06-29,86.85714285714286
2016-06-30,86.14285714285714
2016-07-01,85.42857142857143
2016-07-02,84.71428571428571
2016-07-03,84.0
2016-07-04,84.28571428571429
2016-07-05,84.57142857142857
2016-07-06,84.85714285714286
2016-07-07,85.14285714285714
2016-07-08,85.42857142857143
2016-07-09,85.71428571428571
2016-07-10,86.0
2016-07-11,85.85714285714286
2016-07-12,85.71428571428571
2016-07-13,85.57142857142857
2016-07-14,85.42857142857143
2016-07-15,85.28571428571429
2016-07-16,85.14285714285714
2016-07-17,85.0
2016-07-18,85.0
2016-07-19,85.0
2016-07-20,85.0
2016-07-21,85.0
2016-07-22,85.0
2016-07-23,85.0
2016-07-24,85.0
2016-07-25,85.28571428571429
2016-07-26,85.57142857142857
2016-07-27,85.85714285714286
2016-07-28,86.14285714285714
2016-07-29,86.42857142857143
2016-07-30,86.71428571428571
2016-07-31,87.0
2016-08-01,87.0
2016-08-02,87.0
2016-08-03,87.0
2016-08-04,87.0
2016-08-05,87.0
2016-08-06,87.0
2016-08-07,87.0
2016-08-08,86.57142857142857
2016-08-09,86.14285714285714
2016-08-10,85.71428571428571
2016-08-11,85.28571428571429
2016-08-12,84.85714285714286
2016-08-13,84.42857142857143
2016-08-14,84.0
2016-08-15,84.57142857142857
2016-08-16,85.14285714285714
2016-08-17,85.71428571428571
2016-08-18,86.28571428571429
2016-08-19,86.85714285714286
2016-08-20,87.42857142857143
2016-08-21,88.0
2016-08-22,88.71428571428571
2016-08-23,89.42857142857143
2016-08-24,90.14285714285714
2016-08-25,90.85714285714286
2016-08-26,91.57142857142857
2016-08-27,92.28571428571429
2016-08-28,93.0
2016-08-29,92.14285714285714
2016-08-30,91.28571428571429
2016-08-31,90.42857142857143
2016-09-01,89.57142857142857
2016-09-02,88.71428571428571
2016-09-03,87.85714285714286
2016-09-04,87.0
2016-09-05,87.57142857142857
2016-09-06,88.14285714285714
2016-09-07,88.71428571428571
2016-09-08,89.28571428571429
2016-09-09,89.85714285714286
2016-09-10,90.42857142857143
2016-09-11,91.0
2016-09-12,91.57142857142857
2016-09-13,92.14285714285714
2016-09-14,92.71428571428571
2016-09-15,93.28571428571429
2016-09-16,93.85714285714286
2016-09-17,94.42857142857143
2016-09-18,95.0
2016-09-19,94.85714285714286
2016-09-20,94.71428571428571
2016-09-21,94.57142857142857
2016-09-22,94.42857142857143
2016-09-23,94.28571428571429
2016-09-24,94.14285714285714
2016-09-25,94.0
2016-09-26,93.71428571428571
2016-09-27,93.42857142857143
2016-09-28,93.14285714285714
2016-09-29,92.85714285714286
2016-09-30,92.57142857142857
2016-10-01,92.28571428571429
2016-10-02,92.0
2016-10-03,91.42857142857143
2016-10-04,90.85714285714286
2016-10-05,90.28571428571429
2016-10-06,89.71428571428571
2016-10-07,89.14285714285714
2016-10-08,88.57142857142857
2016-10-09,88.0
2016-10-10,88.42857142857143
2016-10-11,88.85714285714286
2016-10-12,89.28571428571429
2016-10-13,89.71428571428571
2016-10-14,90.14285714285714
2016-10-15,90.57142857142857
2016-10-16,91.0
2016-10-17,90.85714285714286
2016-10-18,90.71428571428571
2016-10-19,90.57142857142857
2016-10-20,90.42857142857143
2016-10-21,90.28571428571429
2016-10-22,90.14285714285714
2016-10-23,90.0
2016-10-24,89.71428571428571
2016-10-25,89.42857142857143
2016-10-26,89.14285714285714
2016-10-27,88.85714285714286
2016-10-28,88.57142857142857
2016-10-29,88.28571428571429
2016-10-30,88.0
2016-10-31,87.85714285714286
2016-11-01,87.71428571428571
2016-11-02,87.57142857142857
2016-11-03,87.42857142857143
2016-11-04,87.28571428571429
2016-11-05,87.14285714285714
2016-11-06,87.0
2016-11-07,87.28571428571429
2016-11-08,87.57142857142857
2016-11-09,87.85714285714286
2016-11-10,88.14285714285714
2016-11-11,88.42857142857143
2016-11-12,88.71428571428571
2016-11-13,89.0
2016-11-14,88.85714285714286
2016-11-15,88.71428571428571
2016-11-16,88.57142857142857
2016-11-17,88.42857142857143
2016-11-18,88.28571428571429
2016-11-19,88.14285714285714
2016-11-20,88.0
2016-11-21,87.85714285714286
2016-11-22,87.71428571428571
2016-11-23,87.57142857142857
2016-11-24,87.42857142857143
2016-11-25,87.28571428571429
2016-11-26,87.14285714285714
2016-11-27,87.0
2016-11-28,86.71428571428571
2016-11-29,86.42857142857143
2016-11-30,86.14285714285714
2016-12-01,85.85714285714286
2016-12-02,85.57142857142857
2016-12-03,85.28571428571429
2016-12-04,85.0
2016-12-05,85.28571428571429
2016-12-06,85.57142857142857
2016-12-07,85.85714285714286
2016-12-08,86.14285714285714
2016-12-09,86.42857142857143
2016-12-10,86.71428571428571
2016-12-11,87.0
2016-12-12,86.0
2016-12-13,85.0
2016-12-14,84.0
2016-12-15,83.0
2016-12-16,82.0
2016-12-17,81.0
2016-12-18,80.0
2016-12-19,78.71428571428571
2016-12-20,77.42857142857143
2016-12-21,76.14285714285714
2016-12-22,74.85714285714286
2016-12-23,73.57142857142857
2016-12-24,72.28571428571428
2016-12-25,71.0
2016-12-26,71.85714285714286
2016-12-27,72.71428571428571
2016-12-28,73.57142857142857
2016-12-29,74.42857142857143
2016-12-30,75.28571428571429
2016-12-31,76.14285714285714
2017-01-01,77.0
2017-01-02,78.14285714285714
2017-01-03,79.28571428571429
2017-01-04,80.42857142857143
2017-01-05,81.57142857142857
2017-01-06,82.71428571428571
2017-01-07,83.85714285714286
2017-01-08,85.0
2017-01-09,85.0
2017-01-10,85.0
2017-01-11,85.0
2017-01-12,85.0
2017-01-13,85.0
2017-01-14,85.0
2017-01-15,85.0
2017-01-16,84.85714285714286
2017-01-17,84.71428571428571
2017-01-18,84.57142857142857
2017-01-19,84.42857142857143
2017-01-20,84.28571428571429
2017-01-21,84.14285714285714
2017-01-22,84.0
2017-01-23,84.0
2017-01-24,84.0
2017-01-25,84.0
2017-01-26,84.0
2017-01-27,84.0
2017-01-28,84.0
2017-01-29,84.0
2017-01-30,84.42857142857143
2017-01-31,84.85714285714286
2017-02-01,85.28571428571429
2017-02-02,85.71428571428571
2017-02-03,86.14285714285714
2017-02-04,86.57142857142857
2017-02-05,87.0
2017-02-06,86.85714285714286
2017-02-07,86.71428571428571
2017-02-08,86.57142857142857
2017-02-09,86.42857142857143
2017-02-10,86.28571428571429
2017-02-11,86.14285714285714
2017-02-12,86.0
2017-02-13,86.42857142857143
2017-02-14,86.85714285714286
2017-02-15,87.28571428571429
2017-02-16,87.71428571428571
2017-02-17,88.14285714285714
2017-02-18,88.57142857142857
2017-02-19,89.0
2017-02-20,89.0
2017-02-21,89.0
2017-02-22,89.0
2017-02-23,89.0
2017-02-24,89.0
2017-02-25,89.0
2017-02-26,89.0
2017-02-27,89.0
2017-02-28,89.0
2017-03-01,89.0
2017-03-02,89.0
2017-03-03,89.0
2017-03-04,89.0
2017-03-05,89.0
2017-03-06,89.14285714285714
2017-03-07,89.28571428571429
2017-03-08,89.42857142857143
2017-03-09,89.57142857142857
2017-03-10,89.71428571428571
2017-03-11,89.85714285714286
2017-03-12,90.0
2017-03-13,90.14285714285714
2017-03-14,90.28571428571429
2017-03-15,90.42857142857143
2017-03-16,90.57142857142857
2017-03-17,90.71428571428571
2017-03-18,90.85714285714286
2017-03-19,91.0
2017-03-20,91.28571428571429
2017-03-21,91.57142857142857
2017-03-22,91.85714285714286
2017-03-23,92.14285714285714
2017-03-24,92.42857142857143
2017-03-25,92.71428571428571
2017-03-26,93.0
2017-03-27,92.57142857142857
2017-03-28,92.14285714285714
2017-03-29,91.71428571428571
2017-03-30,91.28571428571429
2017-03-31,90.85714285714286
2017-04-01,90.42857142857143
2017-04-02,90.0
2017-04-03,88.71428571428571
2017-04-04,87.42857142857143
2017-04-05,86.14285714285714
2017-04-06,84.85714285714286
2017-04-07,83.57142857142857
2017-04-08,82.28571428571428
2017-04-09,81.0
2017-04-10,82.0
2017-04-11,83.0
2017-04-12,84.0
2017-04-13,85.0
2017-04-14,86.0
2017-04-15,87.0
2017-04-16,88.0
2017-04-17,89.14285714285714
2017-04-18,90.28571428571429
2017-04-19,91.42857142857143
2017-04-20,92.57142857142857
2017-04-21,93.71428571428571
2017-04-22,94.85714285714286
2017-04-23,96.0
2017-04-24,95.57142857142857
2017-04-25,95.14285714285714
2017-04-26,94.71428571428571
2017-04-27,94.28571428571429
2017-04-28,93.85714285714286
2017-04-29,93.42857142857143
2017-04-30,93.0
2017-05-01,92.71428571428571
2017-05-02,92.42857142857143
2017-05-03,92.14285714285714
2017-05-04,91.85714285714286
2017-05-05,91.57142857142857
2017-05-06,91.28571428571429
2017-05-07,91.0
2017-05-08,90.0
2017-05-09,89.0
2017-05-10,88.0
2017-05-11,87.0
2017-05-12,86.0
2017-05-13,85.0
2017-05-14,84.0
2017-05-15,83.71428571428571
2017-05-16,83.42857142857143
2017-05-17,83.14285714285714
2017-05-18,82.85714285714286
2017-05-19,82.57142857142857
2017-05-20,82.28571428571429
2017-05-21,82.0
2017-05-22,81.71428571428571
2017-05-23,81.42857142857143
2017-05-24,81.14285714285714
2017-05-25,80.85714285714286
2017-05-26,80.57142857142857
2017-05-27,80.28571428571429
2017-05-28,80.0
2017-05-29,80.0
2017-05-30,80.0
2017-05-31,80.0
2017-06-01,80.0
2017-06-02,80.0
2017-06-03,80.0
2017-06-04,80.0
2017-06-05,79.71428571428571
2017-06-06,79.42857142857143
2017-06-07,79.14285714285714
2017-06-08,78.85714285714286
2017-06-09,78.57142857142857
2017-06-10,78.28571428571429
2017-06-11,78.0
2017-06-12,77.57142857142857
2017-06-13,77.14285714285714
2017-06-14,76.71428571428571
2017-06-15,76.28571428571429
2017-06-16,75.85714285714286
2017-06-17,75.42857142857143
2017-06-18,75.0
2017-06-19,74.71428571428571
2017-06-20,74.42857142857143
2017-06-21,74.14285714285714
2017-06-22,73.85714285714286
2017-06-23,73.57142857142857
2017-06-24,73.28571428571429
2017-06-25,73.0
2017-06-26,72.71428571428571
2017-06-27,72.42857142857143
2017-06-28,72.14285714285714
2017-06-29,71.85714285714286
2017-06-30,71.57142857142857
2017-07-01,71.28571428571429
2017-07-02,71.0
2017-07-03,70.85714285714286
2017-07-04,70.71428571428571
2017-07-05,70.57142857142857
2017-07-06,70.42857142857143
2017-07-07,70.28571428571429
2017-07-08,70.14285714285714
2017-07-09,70.0
2017-07-10,70.28571428571429
2017-07-11,70.57142857142857
2017-07-12,70.85714285714286
2017-07-13,71.14285714285714
2017-07-14,71.42857142857143
2017-07-15,71.71428571428571
2017-07-16,72.0
2017-07-17,71.85714285714286
2017-07-18,71.71428571428571
2017-07-19,71.57142857142857
2017-07-20,71.42857142857143
2017-07-21,71.28571428571429
2017-07-22,71.14285714285714
2017-07-23,71.0
2017-07-24,71.28571428571429
2017-07-25,71.57142857142857
2017-07-26,71.85714285714286
2017-07-27,72.14285714285714
2017-07-28,72.42857142857143
2017-07-29,72.71428571428571
2017-07-30,73.0
2017-07-31,72.85714285714286
2017-08-01,72.71428571428571
2017-08-02,72.57142857142857
2017-08-03,72.42857142857143
2017-08-04,72.28571428571429
2017-08-05,72.14285714285714
2017-08-06,72.0
2017-08-07,72.0
2017-08-08,72.0
2017-08-09,72.0
2017-08-10,72.0
2017-08-11,72.0
2017-08-12,72.0
2017-08-13,72.0
2017-08-14,72.57142857142857
2017-08-15,73.14285714285714
2017-08-16,73.71428571428571
2017-08-17,74.28571428571429
2017-08-18,74.85714285714286
2017-08-19,75.42857142857143
2017-08-20,76.0
2017-08-21,76.14285714285714
2017-08-22,76.28571428571429
2017-08-23,76.42857142857143
2017-08-24,76.57142857142857
2017-08-25,76.71428571428571
2017-08-26,76.85714285714286
2017-08-27,77.0
2017-08-28,76.85714285714286
2017-08-29,76.71428571428571
2017-08-30,76.57142857142857
2017-08-31,76.42857142857143
2017-09-01,76.28571428571429
2017-09-02,76.14285714285714
2017-09-03,76.0
2017-09-04,76.57142857142857
2017-09-05,77.14285714285714
2017-09-06,77.71428571428571
2017-09-07,78.28571428571429
2017-09-08,78.85714285714286
2017-09-09,79.42857142857143
2017-09-10,80.0
2017-09-11,80.14285714285714
2017-09-12,80.28571428571429
2017-09-13,80.42857142857143
2017-09-14,80.57142857142857
2017-09-15,80.71428571428571
2017-09-16,80.85714285714286
2017-09-17,81.0
2017-09-18,81.14285714285714
2017-09-19,81.28571428571429
2017-09-20,81.42857142857143
2017-09-21,81.57142857142857
2017-09-22,81.71428571428571
2017-09-23,81.85714285714286
2017-09-24,82.0
2017-09-25,82.0
2017-09-26,82.0
2017-09-27,82.0
2017-09-28,82.0
2017-09-29,82.0
2017-09-30,82.0
2017-10-01,82.0
2017-10-02,81.57142857142857
2017-10-03,81.14285714285714
2017-10-04,80.71428571428571
2017-10-05,80.28571428571429
2017-10-06,79.85714285714286
2017-10-07,79.42857142857143
2017-10-08,79.0
2017-10-09,79.14285714285714
2017-10-10,79.28571428571429
2017-10-11,79.42857142857143
2017-10-12,79.57142857142857
2017-10-13,79.71428571428571
2017-10-14,79.85714285714286
2017-10-15,80.0
2017-10-16,80.28571428571429
2017-10-17,80.57142857142857
2017-10-18,80.85714285714286
2017-10-19,81.14285714285714
2017-10-20,81.42857142857143
2017-10-21,81.71428571428571
2017-10-22,82.0
2017-10-23,81.42857142857143
2017-10-24,80.85714285714286
2017-10-25,80.28571428571429
2017-10-26,79.71428571428571
2017-10-27,79.14285714285714
2017-10-28,78.57142857142857
2017-10-29,78.0
2017-10-30,78.28571428571429
2017-10-31,78.57142857142857
2017-11-01,78.85714285714286
2017-11-02,79.14285714285714
2017-11-03,79.42857142857143
2017-11-04,79.71428571428571
2017-11-05,80.0
2017-11-06,80.28571428571429
2017-11-07,80.57142857142857
2017-11-08,80.85714285714286
2017-11-09,81.14285714285714
2017-11-10,81.42857142857143
2017-11-11,81.71428571428571
2017-11-12,82.0
2017-11-13,81.42857142857143
2017-11-14,80.85714285714286
2017-11-15,80.28571428571429
2017-11-16,79.71428571428571
2017-11-17,79.14285714285714
2017-11-18,78.57142857142857
2017-11-19,78.0
2017-11-20,78.42857142857143
2017-11-21,78.85714285714286
2017-11-22,79.28571428571429
2017-11-23,79.71428571428571
2017-11-24,80.14285714285714
2017-11-25,80.57142857142857
2017-11-26,81.0
2017-11-27,80.42857142857143
2017-11-28,79.85714285714286
2017-11-29,79.28571428571429
2017-11-30,78.71428571428571
2017-12-01,78.14285714285714
2017-12-02,77.57142857142857
2017-12-03,77.0
2017-12-04,77.0
2017-12-05,77.0
2017-12-06,77.0
2017-12-07,77.0
2017-12-08,77.0
2017-12-09,77.0
2017-12-10,77.0
2017-12-11,76.28571428571429
2017-12-12,75.57142857142857
2017-12-13,74.85714285714286
2017-12-14,74.14285714285714
2017-12-15,73.42857142857143
2017-12-16,72.71428571428571
2017-12-17,72.0
2017-12-18,70.28571428571429
2017-12-19,68.57142857142857
2017-12-20,66.85714285714286
2017-12-21,65.14285714285714
2017-12-22,63.42857142857143
2017-12-23,61.714285714285715
2017-12-24,60.0
2017-12-25,60.57142857142857
2017-12-26,61.142857142857146
2017-12-27,61.714285714285715
2017-12-28,62.285714285714285
2017-12-29,62.857142857142854
2017-12-30,63.42857142857143
2017-12-31,64.0
2018-01-01,65.42857142857143
2018-01-02,66.85714285714286
2018-01-03,68.28571428571429
2018-01-04,69.71428571428571
2018-01-05,71.14285714285714
2018-01-06,72.57142857142857
2018-01-07,74.0
2018-01-08,74.0
2018-01-09,74.0
2018-01-10,74.0
2018-01-11,74.0
2018-01-12,74.0
2018-01-13,74.0
2018-01-14,74.0
2018-01-15,74.14285714285714
2018-01-16,74.28571428571429
2018-01-17,74.42857142857143
2018-01-18,74.57142857142857
2018-01-19,74.71428571428571
2018-01-20,74.85714285714286
2018-01-21,75.0
2018-01-22,75.28571428571429
2018-01-23,75.57142857142857
2018-01-24,75.85714285714286
2018-01-25,76.14285714285714
2018-01-26,76.42857142857143
2018-01-27,76.71428571428571
2018-01-28,77.0
2018-01-29,76.85714285714286
2018-01-30,76.71428571428571
2018-01-31,76.57142857142857
2018-02-01,76.42857142857143
2018-02-02,76.28571428571429
2018-02-03,76.14285714285714
2018-02-04,76.0
2018-02-05,75.28571428571429
2018-02-06,74.57142857142857
2018-02-07,73.85714285714286
2018-02-08,73.14285714285714
2018-02-09,72.42857142857143
2018-02-10,71.71428571428571
2018-02-11,71.0
2018-02-12,71.71428571428571
2018-02-13,72.42857142857143
2018-02-14,73.14285714285714
2018-02-15,73.85714285714286
2018-02-16,74.57142857142857
2018-02-17,75.28571428571429
2018-02-18,76.0
2018-02-19,76.28571428571429
2018-02-20,76.57142857142857
2018-02-21,76.85714285714286
2018-02-22,77.14285714285714
2018-02-23,77.42857142857143
2018-02-24,77.71428571428571
2018-02-25,78.0
2018-02-26,78.14285714285714
2018-02-27,78.28571428571429
2018-02-28,78.42857142857143
2018-03-01,78.57142857142857
2018-03-02,78.71428571428571
2018-03-03,78.85714285714286
2018-03-04,79.0
2018-03-05,79.0
2018-03-06,79.0
2018-03-07,79.0
2018-03-08,79.0
2018-03-09,79.0
2018-03-10,79.0
2018-03-11,79.0
2018-03-12,78.71428571428571
2018-03-13,78.42857142857143
2018-03-14,78.14285714285714
2018-03-15,77.85714285714286
2018-03-16,77.57142857142857
2018-03-17,77.28571428571429
2018-03-18,77.0
2018-03-19,76.0
2018-03-20,75.0
2018-03-21,74.0
2018-03-22,73.0
2018-03-23,72.0
2018-03-24,71.0
2018-03-25,70.0
2018-03-26,70.28571428571429
2018-03-27,70.57142857142857
2018-03-28,70.85714285714286
2018-03-29,71.14285714285714
2018-03-30,71.42857142857143
2018-03-31,71.71428571428571
2018-04-01,72.0
2018-04-02,72.57142857142857
2018-04-03,73.14285714285714
2018-04-04,73.71428571428571
2018-04-05,74.28571428571429
2018-04-06,74.85714285714286
2018-04-07,75.42857142857143
2018-04-08,76.0
2018-04-09,75.85714285714286
2018-04-10,75.71428571428571
2018-04-11,75.57142857142857
2018-04-12,75.42857142857143
2018-04-13,75.28571428571429
2018-04-14,75.14285714285714
2018-04-15,75.0
2018-04-16,74.71428571428571
2018-04-17,74.42857142857143
2018-04-18,74.14285714285714
2018-04-19,73.85714285714286
2018-04-20,73.57142857142857
2018-04-21,73.28571428571429
2018-04-22,73.0
2018-04-23,72.42857142857143
2018-04-24,71.85714285714286
2018-04-25,71.28571428571429
2018-04-26,70.71428571428571
2018-04-27,70.14285714285714
2018-04-28,69.57142857142857
2018-04-29,69.0
2018-04-30,69.71428571428571
2018-05-01,70.42857142857143
2018-05-02,71.14285714285714
2018-05-03,71.85714285714286
2018-05-04,72.57142857142857
2018-05-05,73.28571428571429
2018-05-06,74.0
2018-05-07,73.57142857142857
2018-05-08,73.14285714285714
2018-05-09,72.71428571428571
2018-05-10,72.28571428571429
2018-05-11,71.85714285714286
2018-05-12,71.42857142857143
2018-05-13,71.0
2018-05-14,71.0
2018-05-15,71.0
2018-05-16,71.0
2018-05-17,71.0
2018-05-18,71.0
2018-05-19,71.0
2018-05-20,71.0
2018-05-21,70.85714285714286
2018-05-22,70.71428571428571
2018-05-23,70.57142857142857
2018-05-24,70.42857142857143
2018-05-25,70.28571428571429
2018-05-26,70.14285714285714
2018-05-27,70.0
2018-05-28,69.28571428571429
2018-05-29,68.57142857142857
2018-05-30,67.85714285714286
2018-05-31,67.14285714285714
2018-06-01,66.42857142857143
2018-06-02,65.71428571428571
2018-06-03,65.0
